ward,address,assault,injury,burglary,dnsty,owner,elder,single,manag,retail,high,nhmem,commt,detach
êVèh,ê{âÍí¨,0,0,0,0.0103001,0.348897536,0.194552529,0.609597925,0.034313725,0.005089933,0,1.692607,0.669934641,0.28923476
êVèh,ç∂ñÂí¨,1,0,0,0.014100158,0.348082596,0.150442478,0.664700098,0.047738693,0.009899226,0.397246804,1.542773,0.757537688,0.12979351
êVèh,êºêVèh3,3,3,1.517450683,0.0063554,0.295144158,0.115326252,0.729893778,0.034313725,0.025778428,0.471927162,1.430956,0.75245098,0.056904401
êVèh,é·ót1,1,0,0,0.008327819,0.458659704,0.201914708,0.492602263,0.07627907,0.002319323,0,1.921671,0.732093023,0.270670148
êVèh,ëÂãûí¨,1,1,0,0.012232956,0.314987715,0.141523342,0.652088452,0.049840256,0.002464625,0.122850123,1.589681,0.768690096,0.125307125
êVèh,é·ót2,0,0,0,0.008237146,0.488997555,0.256723716,0.540342298,0.031428571,0.011117126,0,1.799511,0.722857143,0.386308068
êVèh,êMîZí¨,3,3,0,0.002550337,0.319755601,0.179226069,0.549898167,0.057906459,0.011271345,0.052953157,1.800407,0.766146993,0.228105906
êVèh,é·ót3,1,0,0,0.018359404,0.3936,0.1824,0.5712,0.029239766,0.001645003,0,1.7408,0.77582846,0.3024
êVèh,ìÏå≥í¨,0,1,0,0.007532126,0.402258905,0.154648132,0.566463944,0.036247335,0,0,1.810599,0.773987207,0.125108601
êVèh,â‡Éñãuí¨,1,0,0,0.000607065,0,0.489959839,0.46184739,0.011494253,0.000134091,0,1.795181,0.816091954,0
ï∂ãû,ñ{ãÓçû6,0,0,0,0.004827323,0.608160622,0.186528497,0.430051813,0.084875558,0.00379245,0.229274611,2.033679,0.788768347,0.214378238
ï∂ãû,ñ{ãÓçû5,0,1,0,0.016523846,0.433805738,0.161078465,0.53923263,0.041911765,0.013628032,0.151745593,1.894919,0.771323529,0.217421362
ï∂ãû,ñ{ãÓçû4,0,0,1.433349259,0.017546375,0.408026756,0.191591018,0.46440516,0.026842362,0.008970196,0.321070234,1.980889,0.791605661,0.215002389
ï∂ãû,êÁë ñÿ4,0,0,0.617283951,0.01978085,0.49691358,0.127160494,0.536419753,0.031311155,0.018498758,0.406790123,1.867284,0.775603392,0.183950617
ï∂ãû,ñ{ãÓçû2,0,0,0.416666667,0.008600865,0.40875,0.169583333,0.525416667,0.052299369,0.016252051,0.28125,1.89,0.781334536,0.250416667
ï∂ãû,êÁêŒ4,1,1,0.670690812,0.015509012,0.360831657,0.164654594,0.617370892,0.03081914,0.008571044,0.108316566,1.701543,0.767639903,0.253521127
ï∂ãû,êÁë ñÿ3,1,1,0.52882073,0.017364945,0.402432575,0.128503437,0.590692755,0.039174641,0.013870835,0.242464305,1.775251,0.779007177,0.196721311
ï∂ãû,ñ{ãÓçû3,2,0,0,0.007980773,0.44480696,0.168569875,0.572593801,0.033255543,0.004526344,0.184339315,1.813486,0.780630105,0.342577488
ï∂ãû,êÁë ñÿ5,0,1,0.474383302,0.009928751,0.533681214,0.19971537,0.484819734,0.045476773,0.003716217,0,2.012808,0.771149144,0.486717268
ï∂ãû,êÁêŒ3,0,0,0.957854406,0.011415868,0.459770115,0.190613027,0.465038314,0.050433011,0.002673544,0.038793103,1.994732,0.808965869,0.274425287
ï∂ãû,êÁêŒ1,0,1,1.732101617,0.011052615,0.535796767,0.16108545,0.427251732,0.044345898,0.010114546,0.180138568,2.139723,0.807095344,0.298498845
ï∂ãû,ñ{ãÓçû1,1,0,0,0.014792834,0.492543673,0.126970601,0.536003409,0.049744305,0.010601426,0.354921176,1.87729,0.786610879,0.209203238
ï∂ãû,îíéR5,3,1,1.466992665,0.008897753,0.358435208,0.138875306,0.581418093,0.03767313,0.012609139,0.112958435,1.800978,0.76398892,0.207823961
ï∂ãû,ëÂíÀ6,0,1,0,0.017274529,0.44574516,0.139576767,0.600630347,0.024530271,0.007933372,0,1.719496,0.787578288,0.260693381
ï∂ãû,å¸ãu2,2,0,0.518672199,0.009139711,0.429460581,0.184647303,0.601141079,0.040276904,0.006887966,0.245850622,1.737033,0.768407804,0.2593361
ï∂ãû,ëÂíÀ4,2,1,0.672494956,0.008488271,0.404169469,0.183591123,0.593140551,0.045731707,0.004817822,0.068594486,1.764627,0.791158537,0.284465367
ï∂ãû,êÁêŒ2,0,0,1.035196687,0.011032309,0.522256729,0.177536232,0.453933747,0.046391753,0.005727436,0,2.073499,0.83556701,0.288819876
ï∂ãû,ëÂíÀ5,3,2,0.431034483,0.0074981,0.459051724,0.156034483,0.577155172,0.035340966,0.00366502,0.245258621,1.788362,0.776505724,0.243534483
ï∂ãû,êÁë ñÿ2,2,0,1.543209877,0.017973801,0.418209877,0.153935185,0.59992284,0.029769392,0.014811743,0.225694444,1.748071,0.765618449,0.236882716
ï∂ãû,êÁë ñÿ1,0,0,4.379562044,0.007198605,0.62919708,0.179562044,0.42189781,0.061983471,0.015563699,0,2.150365,0.79476584,0.509489051
ï∂ãû,îíéR4,0,0,2.255299955,0.010876999,0.50473613,0.178619756,0.49932341,0.050572519,0.002153813,0.071718539,1.962562,0.834923664,0.338294993
ï∂ãû,ëÂíÀ3,1,0,0,0.010219843,0.245645377,0.100491291,0.692719964,0.025779376,0.002583489,0.221974096,1.582403,0.76498801,0.088432336
ï∂ãû,îíéR3,0,1,0,0.002369636,0.51497006,0.193612774,0.528942116,0.032188841,0.00051082,0,1.912176,0.787553648,0.419161677
ï∂ãû,å¸ãu1,0,2,1.210653753,0.011602142,0.452179177,0.150726392,0.560532688,0.047043011,0.008975507,0.37409201,1.843826,0.759408602,0.216101695
ï∂ãû,îíéR1,0,1,0.771604938,0.018079941,0.44058642,0.150848765,0.56404321,0.047979798,0.028291759,0.213734568,1.790895,0.75462963,0.195216049
ï∂ãû,ëÂíÀ2,0,0,1,0.005207126,0.465,0.161,0.588,0.055427252,0.001416338,0.381,1.763,0.796766744,0.167
ï∂ãû,ç™í√2,0,1,0.451059991,0.019964124,0.51375733,0.148849797,0.581416328,0.042288557,0.057352957,0.239512855,1.749211,0.750248756,0.228687415
ï∂ãû,ç™í√1,0,1,0,0.014868949,0.51755618,0.171348315,0.579353933,0.02704918,0.015766933,0.423455056,1.745787,0.772131148,0.129213483
ï∂ãû,è¨êŒêÏ5,0,1,0.353107345,0.013497772,0.405367232,0.13170904,0.540254237,0.04963164,0.020899623,0.164548023,1.860169,0.775882125,0.118644068
ï∂ãû,ñÌê∂1,0,0,3.816793893,0.001866633,0.366412214,0.164122137,0.572519084,0.067264574,0.003156177,0,1.839695,0.735426009,0.370229008
ï∂ãû,âπâH2,0,0,0,0.015438315,0.406712734,0.122408687,0.546890424,0.042639594,0.008427826,0.61994077,1.75617,0.798984772,0.09970385
ï∂ãû,ñ⁄îíë‰2,0,0,2.504173623,0.008943148,0.556761269,0.152754591,0.546744574,0.040681173,0.007569576,0.256260434,1.819699,0.791863765,0.220367279
ï∂ãû,îíéR2,0,0,1.386962552,0.010848397,0.457697642,0.159963014,0.547850208,0.039878849,0.003947151,0.125751271,1.872399,0.782433115,0.259824318
ï∂ãû,ñ⁄îíë‰3,0,0,0,0.006910771,0.537759336,0.19253112,0.500414938,0.044843049,0.003486928,0,1.969295,0.788340807,0.364315353
ï∂ãû,ëÂíÀ1,0,0,0,0.001927575,0.437037037,0.140740741,0.392592593,0.035616438,0.004097881,0,2.111111,0.819178082,0.255555556
ï∂ãû,êºï–2,1,0,3.457814661,0.008876862,0.481327801,0.158367911,0.534578147,0.072298326,0.004530515,0.015905947,1.930152,0.800608828,0.403872752
ï∂ãû,ñÌê∂2,0,0,1.165501166,0.007747479,0.439393939,0.160839161,0.545454545,0.065359477,0.001110653,0,1.888112,0.784313725,0.212121212
ï∂ãû,è¨ì˙å¸4,0,0,0,0.013000939,0.389671362,0.102112676,0.602112676,0.041891892,0.021790306,0.422535211,1.721831,0.798648649,0.084507042
ï∂ãû,è¨êŒêÏ4,0,0,0,0.00799614,0.49610078,0.176364727,0.50329934,0.073076923,0.00970857,0.422915417,1.952609,0.791666667,0.151769646
ï∂ãû,âπâH1,1,0,0.443852641,0.020289401,0.469152241,0.133599645,0.614292055,0.036896365,0.009906055,0.608521971,1.672881,0.747693977,0.055925433
ï∂ãû,ñ⁄îíë‰1,0,0,0,0.005307246,0.501522843,0.160406091,0.508629442,0.055441478,0.001869659,0,1.929949,0.816221766,0.250761421
ï∂ãû,è¨ì˙å¸3,0,0,1.572327044,0.007994212,0.47327044,0.185534591,0.485849057,0.055737705,0,0,1.981132,0.798360656,0.43081761
ï∂ãû,è¨êŒêÏ3,1,0,0.877577885,0.012181166,0.58929355,0.147871874,0.466432646,0.034662045,0.013870174,0.175515577,2.019307,0.78812825,0.247038175
ï∂ãû,ñ{ãΩ7,0,2,1.872659176,0.001244497,0.014981273,0.011235955,0.913857678,0.014457831,0.005921848,0.161048689,1.140449,0.94939759,0.011235955
ï∂ãû,è¨ì˙å¸1,0,0,0.997008973,0.005426905,0.529411765,0.195413759,0.429710867,0.062745098,0.001163295,0,2.05683,0.818627451,0.3888335
ï∂ãû,è¨êŒêÏ1,2,2,0,0.01652798,0.511959288,0.113994911,0.509414758,0.057577404,0.032820447,0.64783715,1.824936,0.794133623,0.080407125
ï∂ãû,ä÷å˚3,1,0,0,0.004448783,0.509174312,0.158256881,0.447247706,0.103614458,0,0,2.082569,0.809638554,0.231651376
ï∂ãû,ñ{ãΩ6,2,0,0.859106529,0.013954718,0.358247423,0.135738832,0.702749141,0.035024155,0.011832738,0.112542955,1.556701,0.708937198,0.194158076
ï∂ãû,êºï–1,2,0,0,0.010928198,0.509671993,0.166526493,0.481917578,0.071923744,0.024374754,0.328847771,2.001682,0.810225303,0.215306981
ï∂ãû,è¨ì˙å¸2,0,0,0,0.005933909,0.638030888,0.202702703,0.344594595,0.081417625,0,0,2.343629,0.818007663,0.480694981
ï∂ãû,ä÷å˚2,0,1,0,0.003186294,0.578747628,0.115749526,0.508538899,0.06772009,0,0.087286528,1.859583,0.772009029,0.083491461
ï∂ãû,ètì˙2,1,0,0,0.013682356,0.479315264,0.111745126,0.520209225,0.062466344,0.006863949,0.215406562,1.896339,0.798061389,0.111269615
ï∂ãû,è¨êŒêÏ2,1,0,0,0.013505702,0.601395117,0.164424514,0.564524165,0.048587571,0.013889272,0.264573991,1.778774,0.779661017,0.148480319
ï∂ãû,ä÷å˚1,1,2,1.198561726,0.014969532,0.403515781,0.129045146,0.603276069,0.042075736,0.044304551,0.312025569,1.705953,0.744273025,0.101478226
ï∂ãû,ñ{ãΩ5,1,0,1.556824079,0.01428653,0.395952257,0.16398547,0.603528801,0.041949414,0.013804628,0.108458744,1.729632,0.738433066,0.218474312
ï∂ãû,ñ{ãΩ4,2,1,1.844167819,0.013240546,0.49054864,0.17934532,0.559243891,0.05002633,0.018185148,0.199631166,1.80959,0.737756714,0.204702628
ï∂ãû,ìíìá4,1,1,3.404255319,0.011195167,0.536170213,0.2,0.551489362,0.077594568,0.005268875,0.288510638,1.844255,0.82929195,0.10893617
ï∂ãû,êÖìπ2,1,0,0,0.017182835,0.358069538,0.099636741,0.660093409,0.029003783,0.007204842,0.075246497,1.59315,0.767969735,0.115204982
ï∂ãû,êÖìπ1,0,0,0,0.014235938,0.556231003,0.11550152,0.48556231,0.03539823,0.006479732,0.142097264,1.884498,0.794046661,0.094984802
ï∂ãû,ètì˙1,4,5,0,0.006055342,0.333039648,0.158590308,0.673127753,0.049162011,0.047909226,0.349779736,1.540088,0.811173184,0.041409692
ï∂ãû,ìíìá3,8,14,0.469483568,0.012582755,0.335211268,0.13943662,0.69342723,0.072632944,0.025827139,0.408920188,1.515962,0.728274968,0.105164319
ï∂ãû,ñ{ãΩ1,2,0,0,0.010204334,0.541473467,0.171045853,0.480164863,0.070234114,0.005677836,0.523441525,1.902628,0.760312152,0.051519835
ï∂ãû,å„äy2,0,0,0,0.007737318,0.551886792,0.143867925,0.583726415,0.044176707,0.009151568,0.211084906,1.791274,0.742971888,0.166273585
ï∂ãû,ìíìá2,0,1,1.250781739,0.01251927,0.455909944,0.139462164,0.686679174,0.043765483,0.012840277,0.187617261,1.558474,0.770437655,0.157598499
ï∂ãû,ñ{ãΩ3,1,0,0,0.010508588,0.53440367,0.13646789,0.649655963,0.061151079,0.019305915,0.424885321,1.59633,0.707194245,0.115825688
ï∂ãû,ñ{ãΩ2,1,1,0,0.010138866,0.395200784,0.132713026,0.683643487,0.054569362,0.014979901,0.410381978,1.55191,0.731097962,0.122428991
ï∂ãû,å„äy1,5,2,0,0.000693613,0.620833333,0.095833333,0.320833333,0.06959707,0.003413153,0.8625,2.191667,0.813186813,0
ï∂ãû,ìíìá1,2,0,0,0.003895212,0.486486486,0.10990991,0.731531532,0.064837905,0.01329987,0.681081081,1.445045,0.800498753,0.068468468
ë‰ìå,íJíÜ3,0,0,0.699300699,0.012882616,0.437062937,0.211888112,0.556643357,0.023480663,0.025044526,0,1.811888,0.687154696,0.413286713
ë‰ìå,ç™ä›5,2,2,0,0.017770729,0.518987342,0.131329114,0.418248945,0.039014374,0.014452777,0.453586498,2.083333,0.746406571,0.188291139
ë‰ìå,éOÉmó÷2,2,1,0,0.011007919,0.618937644,0.182448037,0.561200924,0.043583535,0.012940024,0.17551963,1.799076,0.648910412,0.316397229
ë‰ìå,éOÉmó÷1,0,2,0.88028169,0.01337842,0.459507042,0.190140845,0.554577465,0.020636285,0.015309811,0.289612676,1.773768,0.724849527,0.226232394
ë‰ìå,ê¥êÏ2,3,5,0.865800866,0.008873755,0.418181818,0.322077922,0.550649351,0.027777778,0.014858738,0.076190476,1.834632,0.627104377,0.278787879
ë‰ìå,ì˙ñ{íÁ2,1,1,0,0.015570356,0.465072373,0.195720579,0.546255507,0.02059358,0.021106701,0.260541221,1.867212,0.663234403,0.31655129
ë‰ìå,ó≥êÚ2,0,1,0,0.01407929,0.703255814,0.137674419,0.346976744,0.04679803,0.004741119,0.557209302,2.254884,0.78407225,0.126511628
ë‰ìå,ã¥èÍ2,0,0,0.979431929,0.00932507,0.426052889,0.302644466,0.362389814,0.013477089,0.00681342,0.333986288,2.131244,0.713387242,0.331047992
ë‰ìå,â∫íJ3,1,0,0.885739593,0.01453532,0.444641275,0.19574845,0.597874225,0.021008403,0.010685842,0.393268379,1.691763,0.653361345,0.158547387
ë‰ìå,íJíÜ7,0,0,3.367003367,0.002769712,0.383838384,0.242424242,0.478114478,0.038397329,0.004131255,0,1.907407,0.706176962,0.368686869
ë‰ìå,ì˙ñ{íÁ1,3,2,0,0.011982982,0.550440744,0.294809011,0.544564153,0.028128031,0.032510146,0.077375122,1.884427,0.60814743,0.456415279
ë‰ìå,íJíÜ5,0,0,4.158004158,0.005206526,0.415800416,0.222453222,0.534303534,0.011037528,0.004881795,0,1.864865,0.673289183,0.415800416
ë‰ìå,ó≥êÚ3,3,0,1.359619307,0.013375585,0.585995921,0.23521414,0.5492862,0.036075036,0.011166022,0.030591434,1.82053,0.642135642,0.367777022
ë‰ìå,ç™ä›4,1,0,0.826446281,0.013210071,0.626446281,0.187603306,0.420661157,0.041171813,0.010284204,0.032231405,2.138017,0.736342043,0.361157025
ë‰ìå,ç™ä›2,1,0,1.606425703,0.013434383,0.327710843,0.175100402,0.665863454,0.02583423,0.003399061,0.114056225,1.572691,0.675995694,0.101204819
ë‰ìå,ê¥êÏ1,0,0,2.224694105,0.007757376,0.571746385,0.266963293,0.44160178,0.026946108,0.011821586,0.035595106,2.113459,0.627744511,0.491657397
ë‰ìå,ã¥èÍ1,0,1,1.273074475,0.010032633,0.623169955,0.199872693,0.362189688,0.02026287,0.009726098,0.381285805,2.252069,0.720153341,0.328453215
ë‰ìå,ìåêÛëê2,1,0,0,0.008334283,0.61878453,0.274861878,0.439226519,0.030413625,0.008909855,0.066298343,2.062155,0.645985401,0.513812155
ë‰ìå,êÁë©4,3,5,0.634517766,0.012362888,0.453680203,0.174492386,0.638324873,0.025660964,0.008236696,0.218274112,1.684645,0.600311042,0.22715736
ë‰ìå,ç™ä›3,1,0,0,0.010991051,0.509102323,0.229755179,0.54613936,0.035739814,0.01083236,0.126804771,1.837414,0.681200858,0.274325173
ë‰ìå,è„ñÏç˜ñÿ2,0,0,0,0.006154857,0.483221477,0.187919463,0.360178971,0.067085954,0.009831248,0,2.232662,0.769392034,0.458612975
ë‰ìå,ó≥êÚ1,0,0,0.916590284,0.012759342,0.556370302,0.174152154,0.506874427,0.030357143,0.015367346,0.149404216,1.910174,0.666071429,0.233730522
ë‰ìå,íJíÜ2,0,0,1.112347052,0.011000411,0.357063404,0.172413793,0.527252503,0.045819015,0.008259485,0,1.879867,0.703321879,0.349276974
ë‰ìå,êÁë©3,3,0,1.947419669,0.017374416,0.362706913,0.198636806,0.622687439,0.028009535,0.016520075,0.1187926,1.661636,0.640643623,0.199123661
ë‰ìå,íJíÜ4,0,0,0,0.004233521,0.57400722,0.187725632,0.472924188,0.050505051,0,0,1.956679,0.744107744,0.364620939
ë‰ìå,ç™ä›1,5,0,0,0.005731905,0.515810277,0.183794466,0.610671937,0.039702233,0.00933417,0.407114625,1.695652,0.64516129,0.106719368
ë‰ìå,â∫íJ2,1,0,0,0.017211917,0.680894309,0.218157182,0.493224932,0.037473976,0.026237678,0.472899729,1.905827,0.712005552,0.191734417
ë‰ìå,íJíÜ6,0,0,0,0.004577257,0.538043478,0.277173913,0.451086957,0.068965517,0,0,2.059783,0.60591133,0.467391304
ë‰ìå,è„ñÏç˜ñÿ1,0,0,0,0.004452083,0.634361233,0.196769457,0.389133627,0.074603175,0.002373137,0.299559471,2.085169,0.741269841,0.236417034
ë‰ìå,êÛëê5,1,1,0,0.011760669,0.565194532,0.205047319,0.493165089,0.035105316,0.014438045,0.025236593,1.969506,0.648445336,0.441640379
ë‰ìå,ìåêÛëê1,1,0,0,0.012480904,0.432214765,0.148993289,0.398657718,0.032044199,0.012145846,0.171812081,2.191946,0.708287293,0.226845638
ë‰ìå,ç°åÀ2,0,1,2.267573696,0.008140161,0.582010582,0.229780801,0.457294029,0.030518098,0.005420621,0.063492063,2.039305,0.707594038,0.33106576
ë‰ìå,êÁë©2,0,1,1.098901099,0.014352088,0.372527473,0.18021978,0.494505495,0.035714286,0.00578815,0.058241758,1.950549,0.676530612,0.264835165
ë‰ìå,ì¸íJ2,0,1,0,0.013779191,0.471137521,0.184210526,0.484719864,0.024328859,0.01560394,0.051782683,1.982173,0.691275168,0.294567063
ë‰ìå,ì¸íJ1,1,0,1.275510204,0.017722717,0.528061224,0.195790816,0.516581633,0.03298153,0.032732773,0.307397959,1.861607,0.663588391,0.194515306
ë‰ìå,íJíÜ1,0,0,0,0.005326492,0.551470588,0.18627451,0.477941176,0.03030303,0.002989624,0,1.936275,0.629370629,0.384803922
ë‰ìå,êÁë©1,1,1,0,0.015724056,0.485074627,0.147121535,0.543710021,0.05011655,0.012991624,0.309168443,1.890192,0.702797203,0.164179104
ë‰ìå,ç°åÀ1,0,0,1.547987616,0.003611598,0.427244582,0.159442724,0.513931889,0.042296073,0.001984702,0.077399381,1.904025,0.635951662,0.306501548
ë‰ìå,êÛëê6,0,0,0,0.011037957,0.651329978,0.160316319,0.469446441,0.045216252,0.024654875,0.127246585,1.987779,0.672346003,0.283249461
ë‰ìå,â∫íJ1,1,0,0,0.013371555,0.597497393,0.162669447,0.506777894,0.035914703,0.002300632,0.647549531,1.869656,0.719416386,0.139728884
ë‰ìå,è„ñÏ7,22,6,0,0.002647585,0.84751773,0.124113475,0.60106383,0.048638132,0.039042494,0.74822695,1.739362,0.73151751,0.10106383
ë‰ìå,írîVí[4,0,0,2.72851296,0.011337157,0.583901774,0.218281037,0.556616644,0.073913043,0.002660288,0,1.79809,0.791304348,0.31377899
ë‰ìå,êÛëê4,0,1,0.814995925,0.011014422,0.478402608,0.211083945,0.511002445,0.044496487,0.045655542,0.118174409,1.9185,0.664324746,0.34800326
ë‰ìå,ñkè„ñÏ1,0,0,0,0.015351248,0.311926606,0.090214067,0.613149847,0.040441176,0.028237846,0.443425076,1.626911,0.661764706,0.068807339
ë‰ìå,ñkè„ñÏ2,0,0,0,0.015233661,0.445741758,0.120192308,0.554258242,0.049598833,0.009154845,0.326236264,1.815934,0.680525164,0.126373626
ë‰ìå,èºÇ™íJ4,0,1,0,0.021291137,0.491456469,0.170870627,0.53458096,0.036073826,0.016544374,0.245728234,1.86249,0.704697987,0.159479251
ë‰ìå,êÛëê7,1,0,0,0.003991013,0.491666667,0.113888889,0.491666667,0.034285714,0.004512062,0,1.905556,0.582857143,0.241666667
ë‰ìå,êÛëê3,1,2,0,0.013736687,0.54866562,0.199372057,0.545525903,0.044856922,0.026104019,0.238618524,1.82967,0.703789637,0.258241758
ë‰ìå,êºêÛëê3,8,0,0.757002271,0.010344169,0.524602574,0.177138531,0.548069644,0.054013503,0.057719052,0.333080999,1.867525,0.716429107,0.203633611
ë‰ìå,írîVí[2,0,0,0.759878419,0.016725454,0.540273556,0.145136778,0.62993921,0.066782307,0.003622154,0.430851064,1.628419,0.777970512,0.1056231
ë‰ìå,èºÇ™íJ3,0,0,0,0.013042333,0.455555556,0.196296296,0.549074074,0.042573321,0.031361981,0.096296296,1.856481,0.635761589,0.267592593
ë‰ìå,írîVí[3,0,0,0,0.007653796,0.412556054,0.192825112,0.578475336,0.059090909,0,0,1.775785,0.827272727,0.376681614
ë‰ìå,êÛëê2,6,6,0,0.006332266,0.537519142,0.218223583,0.532924962,0.042010503,0.03220437,0.252679939,1.842266,0.573143286,0.247320061
ë‰ìå,ìåè„ñÏ4,1,0,0,0.006200532,0.519097222,0.185763889,0.618055556,0.02584493,0.009300797,0.232638889,1.638889,0.667992048,0.222222222
ë‰ìå,â‘êÏåÀ2,0,0,0,0.008663205,0.517611026,0.185298622,0.490045942,0.063732929,0.004497437,0.298621746,1.912711,0.664643399,0.206738132
ë‰ìå,ìåè„ñÏ5,0,2,0,0.010767032,0.684073107,0.194516971,0.489556136,0.027534418,0.02926496,0.342036554,1.903394,0.714643304,0.187989556
ë‰ìå,ìåè„ñÏ6,0,1,0,0.008478901,0.477629988,0.207980653,0.511487304,0.04496788,0.008683953,0.070133011,1.963724,0.67130621,0.353083434
ë‰ìå,èºÇ™íJ2,0,1,0,0.012482256,0.47265625,0.189453125,0.505859375,0.041589649,0.029230909,0.186523438,1.90332,0.668207024,0.3203125
ë‰ìå,êºêÛëê2,1,2,0,0.016249132,0.510638298,0.174152876,0.613081166,0.038297872,0.031691569,0.291568164,1.651694,0.640851064,0.207249803
ë‰ìå,â‘êÏåÀ1,2,0,0,0.005264028,0.454385965,0.154385965,0.480701754,0.065436242,0.220562771,0.335087719,1.914035,0.662751678,0.149122807
ë‰ìå,êÛëê1,8,5,0,0.006109385,0.641812865,0.239766082,0.513157895,0.115241636,0.190159067,0.236842105,1.912281,0.543990087,0.42251462
ë‰ìå,írîVí[1,0,0,0,0.004247274,0.426356589,0.162790698,0.488372093,0.07826087,0,0.158914729,1.883721,0.726086957,0.058139535
ë‰ìå,èºÇ™íJ1,0,0,0,0.008074918,0.502879079,0.166986564,0.522072937,0.041509434,0.036701354,0.449136276,1.940499,0.671698113,0.216890595
ë‰ìå,è„ñÏ2,13,13,0,0.001368647,0.571428571,0.26984127,0.619047619,0.125,0.025330832,0.349206349,1.714286,0.453125,0.333333333
ë‰ìå,êºêÛëê1,0,0,0,0.005853095,0.572104019,0.234042553,0.53427896,0.041394336,0.047004641,0.371158392,1.832151,0.620915033,0.179669031
ë‰ìå,ìåè„ñÏ3,2,1,0,0.00737276,0.60887656,0.230235784,0.495145631,0.061277705,0.049482363,0.116504854,1.923717,0.606258149,0.393897365
ë‰ìå,è„ñÏ4,3,5,0,0.00038117,0.733333333,0.466666667,0.533333333,0.076923077,0.603316181,0,1.733333,0.230769231,0.733333333
ë‰ìå,è„ñÏ6,8,3,0,0.001262646,0.776470588,0.341176471,0.470588235,0.216981132,0.40954299,0,2.058824,0.358490566,0.458823529
ë‰ìå,óãñÂ1,0,0,0,0.013149724,0.598105548,0.175913396,0.525033829,0.045918367,0.032509533,0.457374831,1.867388,0.710459184,0.190798376
ë‰ìå,å≥êÛëê2,0,1,0,0.010173219,0.297482838,0.203661327,0.565217391,0.06561086,0.04052992,0.270022883,1.748284,0.633484163,0.247139588
ë‰ìå,ìåè„ñÏ2,1,0,5.263157895,0.004829097,0.428947368,0.186842105,0.597368421,0.058252427,0.017117878,0.4,1.702632,0.598705502,0.252631579
ë‰ìå,óãñÂ2,1,2,0,0.01063589,0.576666667,0.182222222,0.565555556,0.066812705,0.02465163,0.494444444,1.752222,0.753559693,0.123333333
ë‰ìå,å≥êÛëê4,0,0,0,0.012429464,0.565345081,0.189427313,0.46989721,0.042746114,0.048933028,0.261380323,1.977974,0.71761658,0.279001468
ë‰ìå,éı2,0,1,0,0.007047299,0.421538462,0.255384615,0.523076923,0.051446945,0.066569869,0.073846154,1.886154,0.633440514,0.286153846
ë‰ìå,éı4,0,0,0,0.011181867,0.647342995,0.217391304,0.45410628,0.056155508,0.015665417,0.258454106,1.956522,0.764578834,0.323671498
ë‰ìå,å≥êÛëê1,0,0,0,0.014215881,0.452695829,0.115971516,0.508646999,0.04296875,0.00685486,0.322482197,1.886063,0.696289063,0.16276704
ë‰ìå,ãÓå`1,0,0,1.131221719,0.017414975,0.424208145,0.121040724,0.634615385,0.033025099,0.003132332,0.512443439,1.608597,0.717305152,0.070135747
ë‰ìå,å≥êÛëê3,0,0,0,0.015279366,0.438294011,0.132486388,0.572595281,0.043915828,0.010274057,0.370235935,1.807623,0.697163769,0.145190563
ë‰ìå,ìåè„ñÏ1,0,0,0,0.007869122,0.392424242,0.127272727,0.618181818,0.071047957,0.021091631,0.451515152,1.725758,0.589698046,0.163636364
ë‰ìå,ãÓå`2,1,0,0,0.008130657,0.44858156,0.129432624,0.657801418,0.066132265,0.008404562,0.5,1.617021,0.719438878,0.070921986
ë‰ìå,éı1,1,0,0,0.01351952,0.575,0.15,0.536363636,0.076571429,0.018020905,0.348863636,1.860227,0.688,0.156818182
ë‰ìå,éı3,0,1,0,0.019533154,0.551580699,0.141430948,0.536605657,0.063651591,0.010774111,0.356073211,1.832779,0.715242881,0.138935108
ë‰ìå,è„ñÏ1,1,0,0,0.006862941,0.704,0.181333333,0.589333333,0.06231454,0.104225192,0.517333333,1.722667,0.640949555,0.218666667
ë‰ìå,è„ñÏ3,2,2,0,0.00432152,0.402515723,0.172955975,0.628930818,0.082018927,0.582222897,0.405660377,1.745283,0.700315457,0.254716981
ë‰ìå,è„ñÏ5,3,1,0,0.003610946,0.534161491,0.183229814,0.664596273,0.087121212,0.063326123,0.291925466,1.574534,0.537878788,0.254658385
ë‰ìå,ë‰ìå4,0,1,0,0.007574959,0.570666667,0.173333333,0.546666667,0.051873199,0.107988612,0.322666667,1.857333,0.589337176,0.225333333
ë‰ìå,è¨ìá2,0,0,0,0.01131583,0.651603499,0.209912536,0.5,0.050964187,0.007191985,0.147230321,1.932945,0.687327824,0.300291545
ë‰ìå,éOãÿ2,0,0,0.99009901,0.017789407,0.582178218,0.143564356,0.543564356,0.037608486,0.019550735,0.148514851,1.864356,0.680810029,0.188118812
ë‰ìå,ë†ëO4,1,0,0,0.011651152,0.564212329,0.143835616,0.564212329,0.053036784,0.009845622,0.377568493,1.779966,0.704875962,0.196061644
ë‰ìå,ë†ëO3,0,0,0,0.014733736,0.381132075,0.128301887,0.626415094,0.042699725,0.019478185,0.561006289,1.641509,0.687327824,0.11572327
ë‰ìå,ë‰ìå3,0,0,0,0.013833373,0.639423077,0.199519231,0.513621795,0.032062392,0.021492716,0.269230769,1.842147,0.629982669,0.344551282
